Record Id,account_id,Account Name
zcrm_5436421000135077847,5436421000056614292,French Camp Elementary School
zcrm_5436421000135077786,5436421000056614293,West Point High School
zcrm_5436421000135194430,5436421000056614753,Union Middle School
zcrm_5436421000135077713,5436421000056614754,Orange Grove Elementary School
zcrm_5436421000135077866,5436421000056614755,Crystal Springs Middle School
zcrm_5436421000135077363,5436421000056615173,Lyman Elementary School
zcrm_5436421000135077867,5436421000056615174,Crystal Springs High School
zcrm_5436421000135077252,5436421000056615311,Bel Aire Elementary School
zcrm_5436421000135077868,5436421000056615312,Wesson Attendance Center
zcrm_5436421000135077381,5436421000056615780,Saucier Elementary School
zcrm_5436421000135077411,5436421000056615864,West Harrison Middle School
zcrm_5436421000135077373,5436421000056616199,Lizana Elementary School
zcrm_5436421000135194361,5436421000056616268,Pontotoc High School
zcrm_5436421000135077778,5436421000056612230,Joe Barnes Vocational Center
zcrm_5436421000135077789,5436421000056613219,South Side Elementary School
zcrm_5436421000135077325,5436421000056613796,Weir Elementary School
zcrm_5436421000135194769,5436421000056616198,Pontotoc Middle School
zcrm_5436421000135194431,5436421000056615172,Union Elementary School
zcrm_5436421000135077249,5436421000056616328,D T Cox Elementary School
zcrm_5436421000135077754,5436421000056616384,North Woolmarket Elementary And Mid School
zcrm_5436421000135077771,5436421000056616694,Diberville Middle School
zcrm_5436421000135077414,5436421000056616740,Pineville Elementary School
zcrm_5436421000135077451,5436421000056616783,Three Rivers Elementary School
zcrm_5436421000135077433,5436421000056616821,River Oaks Elementary School
zcrm_5436421000135077424,5436421000056616854,Harrison Central High School
zcrm_5436421000135194438,5436421000056618833,Waynesboro Riverview Ele School
zcrm_5436421000135194406,5436421000056618834,Strayhorn Elementary School
zcrm_5436421000135194245,5436421000056618837,Kemper County Middle School
zcrm_5436421000135077851,5436421000056618838,Clinton High School
zcrm_5436421000135194462,5436421000056618839,Bay Waveland Middle School
zcrm_5436421000135194333,5436421000056619890,North Panola Middle School
zcrm_5436421000135194457,5436421000056619894,Career And Technical Center
zcrm_5436421000135077255,5436421000056618837,Kemper County Middle School
zcrm_5436421000135194437,5436421000056619888,Wayne County High School
zcrm_5436421000135194394,5436421000056619889,Batesville Middle School
zcrm_5436421000135194717,5436421000056619892,Sumner Hill Junior Hi School
zcrm_5436421000135077228,5436421000056618837,Kemper County Middle School
zcrm_5436421000135077322,5436421000056619889,Batesville Middle School
zcrm_5436421000135077258,5436421000056620867,Beat Four Elementary School
zcrm_5436421000135077413,5436421000056620868,East Tate Elementary School
zcrm_5436421000135194393,5436421000056620869,Batesville Junior High School
zcrm_5436421000135077819,5436421000056620873,Bay High School
zcrm_5436421000135077797,5436421000056620874,Amanda Elzy Junior High School
zcrm_5436421000135194408,5436421000056621454,Coldwater Elementary School
zcrm_5436421000135077454,5436421000056621456,Green Hill Intermediate
zcrm_5436421000135194244,5436421000056621457,Kemper County High School
zcrm_5436421000135077854,5436421000056621458,Eastside Elementary School
zcrm_5436421000135077263,5436421000056621959,Buckatunna Elementary School
zcrm_5436421000135194407,5436421000056621960,Strayhorn High School
zcrm_5436421000135194277,5436421000056621961,Guntown Middle School
zcrm_5436421000135077297,5436421000056621962,Clinton Voc Complex
zcrm_5436421000135077330,5436421000056622411,Wayne Co Career & Technical
zcrm_5436421000135194746,5436421000056622412,Saltillo Elementary School
zcrm_5436421000135077852,5436421000056622413,Clinton Junior Hi School
zcrm_5436421000135077795,5436421000056622414,Bankston Elementary School
zcrm_5436421000135194436,5436421000056622827,Wayne Central Elementary School
zcrm_5436421000135194281,5436421000056622829,Verona Elementary School
zcrm_5436421000135194286,5436421000056622958,Mooreville Middle School
zcrm_5436421000135077796,5436421000056622959,Amanda Elzy High School
zcrm_5436421000135194278,5436421000056623415,Plantersville Middle School
zcrm_5436421000135077436,5436421000056623509,Greenwood High School
zcrm_5436421000135194280,5436421000056623841,Shannon High School
zcrm_5436421000135194283,5436421000056623909,Shannon Elementary School
zcrm_5436421000135194288,5436421000056623971,Lee County Career & Technical School
zcrm_5436421000135194745,5436421000056624284,Mooreville High School
zcrm_5436421000135194287,5436421000056624339,Shannon Middle School
zcrm_5436421000135077282,5436421000056620869,Batesville Junior High School
zcrm_5436421000135077857,5436421000056620872,Lovett Elementary School
zcrm_5436421000135194780,5436421000056621455,South Panola High School
zcrm_5436421000135077271,5436421000056621458,Eastside Elementary School
zcrm_5436421000135077798,5436421000056621963,East Elementary School
zcrm_5436421000135194405,5436421000056622957,Independence High School
zcrm_5436421000135194282,5436421000056623322,Mooreville Elementary School
zcrm_5436421000135077799,5436421000056623416,Greenwood Middle School
zcrm_5436421000135194279,5436421000056623508,Saltillo High School
zcrm_5436421000135077324,5436421000056620870,North Panola Voc Comp
zcrm_5436421000135077316,5436421000056621963,East Elementary School
zcrm_5436421000135077299,5436421000056623322,Mooreville Elementary School
zcrm_5436421000135194449,5436421000056626969,Riverside High School
zcrm_5436421000135194368,5436421000056626970,Quitman High School
zcrm_5436421000135194720,5436421000056626974,Sale Elementary School
zcrm_5436421000135077336,5436421000056626975,Amite County Voc Complex
zcrm_5436421000135077763,5436421000056628061,Clarke Co Career & Technology Center
zcrm_5436421000135194753,5436421000056628062,Higgins Middle School
zcrm_5436421000135077419,5436421000056628063,Noxapater Attendance Center
zcrm_5436421000135077768,5436421000056628064,Mc Lain Elementary School
zcrm_5436421000135077863,5436421000056628065,Stokes Beard Elementary School
zcrm_5436421000135077248,5436421000056626969,Riverside High School
zcrm_5436421000135194754,5436421000056626971,Mccomb High School
zcrm_5436421000135077338,5436421000056626972,Eiland Middle School
zcrm_5436421000135077261,5436421000056628064,Mc Lain Elementary School
zcrm_5436421000135194367,5436421000056629025,Quitman Upper Elementary School
zcrm_5436421000135194312,5436421000056629026,Business & Technology Complex
zcrm_5436421000135077406,5436421000056629027,Winston Louisville Voc Center
zcrm_5436421000135077864,5436421000056629029,Franklin Academy
zcrm_5436421000135194448,5436421000056629856,OBannon High School
zcrm_5436421000135194366,5436421000056629857,Quitman Junior High School
zcrm_5436421000135194313,5436421000056629858,Denman Junior High School
zcrm_5436421000135077438,5436421000056629860,Leakesville Elementary School
zcrm_5436421000135077453,5436421000056629862,Amite County Elementary School
zcrm_5436421000135194446,5436421000056630086,OBannon Elementary School
zcrm_5436421000135194755,5436421000056630087,Summit Elementary School
zcrm_5436421000135077355,5436421000056630088,Louisville High School
zcrm_5436421000135077922,5436421000056630089,Greene County Vocational Technical
zcrm_5436421000135194719,5436421000056630090,Columbus High School
zcrm_5436421000135194447,5436421000056630542,Riverside Elementary School
zcrm_5436421000135077426,5436421000056630543,Louisville Elementary School
zcrm_5436421000135077921,5436421000056630544,Greene County High School
zcrm_5436421000135194811,5436421000056630545,Cook Elementary School
zcrm_5436421000135077375,5436421000056630951,Fairview Elementary School
zcrm_5436421000135077865,5436421000056631076,Columbus Middle School
zcrm_5436421000135194293,5436421000056629859,Nanih Waiya Attendance Center
zcrm_5436421000135077955,5436421000056635063,Itawamba Attendance Center
zcrm_5436421000135077909,5436421000056635065,Hawkins Middle School
zcrm_5436421000135194768,5436421000056636136,South Pontotoc Middle School
zcrm_5436421000135194260,5436421000056636137,West Lauderdale Elementary School
zcrm_5436421000135077956,5436421000056636138,Itawamba Career & Technical Center
zcrm_5436421000135077944,5436421000056636139,Terry High School
zcrm_5436421000135077366,5436421000056636140,Forest Elementary School
zcrm_5436421000135077253,5436421000056637120,Northeast Lauderdale Elementary School
zcrm_5436421000135077953,5436421000056637121,Dorsey Attendance Center
zcrm_5436421000135077942,5436421000056637122,Byram Middle School
zcrm_5436421000135077908,5436421000056637123,Forest High School
zcrm_5436421000135194775,5436421000056637696,Senatobia Middle School
zcrm_5436421000135194359,5436421000056637697,South Pontotoc Elementary School
zcrm_5436421000135194263,5436421000056637698,Clarkdale Elementary School
zcrm_5436421000135194379,5436421000056638191,Senatobia Elementary School
zcrm_5436421000135077954,5436421000056638194,Fairview Attendance Center
zcrm_5436421000135077449,5436421000056638195,Bolton-Edwards Elementary/Middle School
zcrm_5436421000135077238,5436421000056638640,Senatobia High School
zcrm_5436421000135194358,5436421000056638641,North Pontotoc Middle School
zcrm_5436421000135194259,5436421000056638642,West Lauderdale Middle School
zcrm_5436421000135077943,5436421000056638644,Raymond High School
zcrm_5436421000135194357,5436421000056639193,North Pontotoc Elementary School
zcrm_5436421000135194258,5436421000056639194,Southeast Lauderdale High School
zcrm_5436421000135077256,5436421000056639554,Northeast Lauderdale Middle School
zcrm_5436421000135194262,5436421000056639648,Clarkdale High School
zcrm_5436421000135194261,5436421000056639993,West Lauderdale High School
zcrm_5436421000135077759,5436421000056637119,South Pontotoc High School
zcrm_5436421000135077257,5436421000056637700,Utica Elementary / Middle School
zcrm_5436421000135194356,5436421000056639063,North Pontotoc High School
zcrm_5436421000135194825,5436421000056639067,West Elementary School
zcrm_5436421000135077359,5436421000056639193,North Pontotoc Elementary School
zcrm_5436421000135077360,5436421000056639194,Southeast Lauderdale High School
zcrm_5436421000135077957,5436421000056639065,Tremont Attendance Center
zcrm_5436421000135077298,5436421000056639194,Southeast Lauderdale High School
zcrm_5436421000135077275,5436421000056639194,Southeast Lauderdale High School
zcrm_5436421000135194435,5436421000056645368,Davidson Elementary School
zcrm_5436421000135194377,5436421000056645369,Morton High School
zcrm_5436421000135194328,5436421000056645371,Newton County High School
zcrm_5436421000135077437,5436421000056645373,Bayou View Elementary School
zcrm_5436421000135077254,5436421000056645374,Reuben B. Myers Canton School Of Ar
zcrm_5436421000135194787,5436421000056646444,Yazoo County High School
zcrm_5436421000135194402,5436421000056646447,Stone High School
zcrm_5436421000135194773,5436421000056646448,Bettye Mae Jack Middle School
zcrm_5436421000135194355,5436421000056646449,Pmhs Career & Technology Center
zcrm_5436421000135077301,5436421000056646450,Long Beach Senior High School
zcrm_5436421000135077830,5436421000056646454,Parks Elementary School
zcrm_5436421000135194451,5436421000056647414,Bentonia Gibbs School
zcrm_5436421000135194782,5436421000056647415,Stone Elementary School
zcrm_5436421000135194374,5436421000056647416,Scott Central Attendance Center
zcrm_5436421000135077216,5436421000056647417,Nicholson Elementary School
zcrm_5436421000135194734,5436421000056647419,O M Mc Nair Middle School
zcrm_5436421000135077309,5436421000056647421,Canton Public 9Th Grade School
zcrm_5436421000135077427,5436421000056647422,D.M. Smith Elementary School
zcrm_5436421000135194401,5436421000056647989,Perkinston Elementary School
zcrm_5436421000135194378,5436421000056647990,Lake Elementary School
zcrm_5436421000135194329,5436421000056647992,Newton County Elementary School
zcrm_5436421000135077320,5436421000056647993,Harper Mc Caughan Elementary School
zcrm_5436421000135077267,5436421000056647994,Humphreys Co Voc Center
zcrm_5436421000135077380,5436421000056647996,Huey L. Porter Middle School
zcrm_5436421000135077952,5436421000056646451,Humphreys County High School
zcrm_5436421000135077841,5436421000056646453,Nichols Middle School
zcrm_5436421000135077335,5436421000056646454,Parks Elementary School
zcrm_5436421000135077218,5436421000056647416,Scott Central Attendance Center
zcrm_5436421000135194292,5436421000056647418,Long Beach Middle School
zcrm_5436421000135077720,5436421000056647990,Lake Elementary School
zcrm_5436421000135077930,5436421000056647995,Gulfport High School
zcrm_5436421000135194452,5436421000056647988,Yazoo County Middle School
zcrm_5436421000135077281,5436421000056647990,Lake Elementary School
zcrm_5436421000135194403,5436421000056648487,Stone Middle School
zcrm_5436421000135077718,5436421000056648489,Roseland Park Elementary School
zcrm_5436421000135077284,5436421000056648490,Ida Greene Lower Elementary School
zcrm_5436421000135077712,5436421000056648491,Gulfport Central Middle School
zcrm_5436421000135077843,5436421000056648492,Canton Career Center
zcrm_5436421000135077832,5436421000056648493,Cleveland Central High School
zcrm_5436421000135194766,5436421000056648932,Picayune Memorial High School
zcrm_5436421000135077342,5436421000056648933,Newton County Voc Complex
zcrm_5436421000135077417,5436421000056648934,Pass Road Elementary School
zcrm_5436421000135077405,5436421000056648936,Pearman Elementary School
zcrm_5436421000135077244,5436421000056649081,Forest Scott Co Voc Technical Center
zcrm_5436421000135194767,5436421000056649082,Picayune Junior High School
zcrm_5436421000135194376,5436421000056649462,Lake Middle School
zcrm_5436421000135194321,5436421000056649463,Natchez High School
zcrm_5436421000135077371,5436421000056649464,Bayou View Middle School
zcrm_5436421000135077311,5436421000056649465,Mc Neal Elementary School
zcrm_5436421000135194774,5436421000056649574,Lake High School
zcrm_5436421000135077234,5436421000056649575,Mc Laurin Elementary School
zcrm_5436421000135194715,5436421000056649577,Canton Elementary School
zcrm_5436421000135077243,5436421000056649930,Anniston Avenue Elementary School
zcrm_5436421000135077293,5436421000056650013,Natchez Early College Co-Lin
zcrm_5436421000135194320,5436421000056650090,Career And Technology Center
zcrm_5436421000135194241,5436421000056650466,South Jones High School
zcrm_5436421000135194742,5436421000056650517,South Jones Elementary School
zcrm_5436421000135194240,5436421000056650568,Northeast Jones High School
zcrm_5436421000135194741,5436421000056650918,West Jones High School
zcrm_5436421000135194242,5436421000056650957,West Jones Elementary School
zcrm_5436421000135194740,5436421000056650989,Moselle Elementary School
zcrm_5436421000135194375,5436421000056648931,Sebastopol Attendance Center
zcrm_5436421000135077715,5436421000056648935,Jimmie M. Goodloe Elementary School
zcrm_5436421000135077235,5436421000056649463,Natchez High School
zcrm_5436421000135077266,5436421000056649465,Mc Neal Elementary School
zcrm_5436421000135077831,5436421000056649466,Cleveland Central Middle School
zcrm_5436421000135077317,5436421000056650568,Northeast Jones High School
zcrm_5436421000135194243,5436421000056650617,North Jones Elementary School
zcrm_5436421000135194373,5436421000056648488,Morton Elementary School
zcrm_5436421000135077758,5436421000056650957,West Jones Elementary School
zcrm_5436421000135077246,5436421000056651021,Jones Co Career & Technical Ed Center
zcrm_5436421000135194786,5436421000056653143,Yazoo City High School
zcrm_5436421000135194445,5436421000056653144,Bay Springs Middle School
zcrm_5436421000135194443,5436421000056654164,Bay Springs High School
zcrm_5436421000135194397,5436421000056654165,Pine Grove High School
zcrm_5436421000135077319,5436421000056655092,Yazoo City Voc Complex
zcrm_5436421000135194444,5436421000056655093,Stringer Attendance Center
zcrm_5436421000135077300,5436421000056655094,North South Tippah Voc Technical Center
zcrm_5436421000135194756,5436421000056655095,New Albany Middle School
zcrm_5436421000135077290,5436421000056655639,Mccoy Elementary School
zcrm_5436421000135194396,5436421000056655641,Blue Mountain High School
zcrm_5436421000135194326,5436421000056655642,New Albany High School
zcrm_5436421000135077915,5436421000056655643,Franklin Career & Technical Center
zcrm_5436421000135077916,5436421000056656112,Franklin County Middle School
zcrm_5436421000135194400,5436421000056653145,Ripley Middle School
zcrm_5436421000135194327,5436421000056654166,New Albany Elementary School
zcrm_5436421000135194399,5436421000056656111,Ripley High School
zcrm_5436421000135077858,5436421000056656113,Coffeeville High School
zcrm_5436421000135194398,5436421000056656562,Ripley Elementary School
zcrm_5436421000135077914,5436421000056656720,Franklin High School
zcrm_5436421000135077859,5436421000056658051,Coffeeville Elementary School
zcrm_5436421000135077776,5436421000056660202,South Pike Career & Technical Cente
zcrm_5436421000135077946,5436421000056660204,Simmons High School
zcrm_5436421000135077265,5436421000056660206,Lipsey School
zcrm_5436421000135077803,5436421000056660207,Houlka Attendance Center
zcrm_5436421000135077292,5436421000056656720,Franklin High School
zcrm_5436421000135194440,5436421000056661281,Eupora Elementary School
zcrm_5436421000135194246,5436421000056661284,Kosciusko Senior High School
zcrm_5436421000135077945,5436421000056661285,Sanders Elementary School
zcrm_5436421000135077459,5436421000056661286,Friars Point Elementary School
zcrm_5436421000135077432,5436421000056661287,Alexander Junior High School
zcrm_5436421000135194441,5436421000056662256,East Webster Elementary School
zcrm_5436421000135077418,5436421000056662261,Jonestown Elementary School
zcrm_5436421000135077837,5436421000056662262,Brookhaven Technical Center
zcrm_5436421000135194458,5436421000056662263,Houston Middle School
zcrm_5436421000135077751,5436421000056663118,Webster Co Career & Technol Center
zcrm_5436421000135077777,5436421000056663120,North Pike Career & Technical Cente
zcrm_5436421000135077357,5436421000056663121,Lyon Elementary School
zcrm_5436421000135077836,5436421000056663122,Brookhaven High School
zcrm_5436421000135077719,5436421000056663123,Houston Upper Elementary School
zcrm_5436421000135194395,5436421000056663628,Osyka Elementary School
zcrm_5436421000135194334,5436421000056663629,North Pike Elementary School
zcrm_5436421000135077835,5436421000056663630,Brookhaven Elementary School
zcrm_5436421000135077802,5436421000056663631,Houston High School
zcrm_5436421000135077308,5436421000056663832,North Pike Junior High School
zcrm_5436421000135194442,5436421000056664247,Eupora High School
zcrm_5436421000135194439,5436421000056664633,East Webster High School
zcrm_5436421000135077332,5436421000056661282,Eva Gordon Upper Elementary School
zcrm_5436421000135194335,5436421000056661283,North Pike Upper Elementary School
zcrm_5436421000135077344,5436421000056661284,Kosciusko Senior High School
zcrm_5436421000135077441,5436421000056663119,South Pike Junior High School
zcrm_5436421000135077302,5436421000056663629,North Pike Elementary School
